0,1,2,3,4,5,6
生徒募集,財団法人愛薬学園　愛知薬学校　名古屋市外鳴海町　　一、試験期日場所　筆記試験　四月十一日　自午前十時於本校　人物考査　身体検査　四月十二日字午前十時於本校　一、試験科目　化学（有機及び無機）　英文和訳　人物考査　　　一、試験成績発表　四月十五日本校ニ掲示ス　　入学案内書希望者ハ二銭郵券封入申込アレ,,,54.0×38.0cm,,po001943
上田蠶絲専門学校,入学案内　長野県上田市　　募集人員　養蠶科・製絲科・絹紡科・通計約百名　　出願期日　試験検定　三月十五日迄　無試験検定　一月三十一日迄　　入学案内書入用者ハ郵券二銭封入申込次第送付ス　試験科目　数学（代数・平面幾何）英語（英文和訳）　試験期日　三月二十五日（午前学科・午後體格検査　口頭試問）　試験場所　　上田本校　　東京文理科大学　名古屋愛知県?　京都高等工藝学校　岡山医科大学　福岡九州帝大農学部,,,78.0×34.0cm,,po001944
中等学校懸賞論文大募集,拓殖大学新聞第百号記念　応募規定　一、題目　『躍進日本と現代青年の使命』　一、文体　自由、字数五千字以内厳守、字体楷書　一、原稿締切　十一月十日　　一、発表　昭和十年十二月二十日発行ノ拓殖大学新聞第百号記念紙上　　一、賞金　一等金三十円（一名）二等金二十円　三等金十円（一名）　尚応募者ニハ記念品贈呈　　一、応募資格中学校・師範学校及中等実業学校生徒ニ限ル　一、送付先　東京小石川　拓殖大学新聞学会懸賞論文係宛　　注意　一、応募論文ハ一切返還セス　一、所属学校名、学年、氏名明記ノコト　審査員　本学教授　宮原民平　仝　青山楚一　仝　川西正鑑　仝満川亀太郎　仝永雄策郎　仝　斎藤和一　仝　豊田悌助　主催　拓殖大学新聞学会,,,69.0×34.0cm,,po001945
高崎高等農林学校,昭和十一年度　学生募集　　募集人員　農学科四十名・林学科三十名・畜産学科三十名　　出願期日　一月二十日ヨリ　三円十日マデ（但シ無試験ハ二月十日マデ）　　試験期日　三月十九日・二十日　　試験科目　代数・動物・植物　　試験場所　本校福岡（九大法文学部）・京都（京大法■学部）・東京（東京農業大学）　　其他詳細ハ二銭切手封入本校ニ照会ノコト　（本校ハ宮崎市ニ在リ神武天皇ヲ祀レル官幣大社宮崎神宮ニ隣リシ環境■雅付近ニハ熱帯性植物爵蒼タル名勝青島アリ夏期冷涼冬期温暖物価低廉ナル理想的就学地ナリ）,,,69.5×36.0cm,,po001946
公立大邱医学専門学校,朝鮮大邱東雲町　　募集人員　約七十名　出願期日　自昭和十一年一月十五日　至仝年三月十五日　試験科目　国漢文、数学、外国語、物理、化学　　試験期日　自昭和十一年三月二十二日　至仝年　三月二十五日,,,69.5×39.5cm,,po001947
第三拓殖訓練所,文部省　南米雄飛　生徒募集　宮崎高等農林学校住吉牧場　宮崎市外　　一、出願資格　（一）年齢十八才以上三十才以下　（二）学力中学四年修了程度　　一、出願期限　一月十日ヨリ　三月廿五日マデ　　一、考査時期四月上旬　　一、訓練期間　一ヶ年　　一、特典　　（一）授業料舍費免除　　（二）伯国移住ニ関シ優先的取扱ヲ受ク　（三）単独及夫婦移住者ノ入植斡旋　　（四）外務省、拓務省其他移住諸団体救助　其他詳細ニ銭切手封入照会アレ,,,78.5×35.5cm,,po001948
立教大学,昭和拾年　東京市豊嶋区池袋電話大塚四〇四　一二二三　　　予科一年募集人員（文科約八〇名　　商科約一二〇名　　　試験科目　国語　英語　　試験期日　四月五日（金）六日（土）　　出願期限　三月三十一日　入学案内郵券不要（申込ハガキノ事）,,,70.0×34.5cm,,po001949
岐阜薬学専門学校,生徒募集　試験場　本校及岐阜市公会堂　　所在地岐阜市九重町三丁目　　詳細ハ郵券封入本校宛照会セラレタシ　　出願期限　自一月廿一日　至三月七日　　試験科目　代数・化学（無機）　　試験期日　三月十二日,,,79.5×39.0cm,,po001950
文部省直轄富山薬学専門学校,富山市外奥田村　　生徒募集　（一）修業年限　三ヶ年　（二）募集人員　第一学年生徒約九十名　（三）　試験科目　数学（代数・平面幾何）化学・物理学・外国語（英・独・内一）　　（四）試験期日　昭和五年三月十七日ヨリ三日間　　（五）試験場　富山（本校）大阪（大阪外国語学校）　　（六）入学資格　一、中学校卒業者　　一、専門学校入学者検定規程第十一條ノ指定ヲ受ケタル者　一、専門学校入学者検定規程ニ依ル試験検定合格者　　（七）出願期間　昭和五年二月一日ヨリ　昭和六年三月五日マデ　詳細ハ本校宛ニ承合アリタシ,,,69.5×39.5cm,,po001951
文部省直轄富山薬学専門学校,富山市外奥田村　　生徒募集　（一）修業年限　三ヶ年　（二）募集人員　第一学年生徒約九十名　（三）　試験科目　数学（代数・平面幾何）化学・物理学・外国語（英・独・内一）　　（四）試験期日　昭和四年三月二十三日ヨリ仝二十五日マデ　　（五）試験場　富山・大阪　　（六）入学資格　中学校卒業者　　専門学校入学者検定規程第十一條ノ指定ヲ受ケタル者　専門学校入学者検定規程ニ依ル試験検定合格者　　（七）出願期間　昭和四年二月一日ヨリ　昭和四年三月十日マデ　詳細ハ本校宛ニ承合アリタシ,,,65.0×38.5cm,,po001952
立教大学学生募集,昭和八年度新学年開始四月拾七日　東京市豊島区外池袋電話大塚（86）〇四〇四　一二二三　番　　　　綱領　一、敬虔ヲ以テ身ヲ処シテ以テ事ニ當ルヘシ　一、学問ヲ研磨シ経世有為ノ材タルヘシ　一、体力ヲ錬磨シ精神ノ活動ニ資スヘシ　　　特典　一、高等教員及中等教員無試験検定　　一、計理士無試験登録　　一、予科修了者英語中等教員無試験検定　　　募集人員　大学予科第一学年　文科　八十名　商科百二十名　　　試験期日　四月七日（金）　四月八日（土）　　試験科目　国語、英語　　出願期限　三月三十一日（金）　入学案内郵券不要（申込ハガキノ事）,,,76.0×35.5cm,,po001953
新宿高等予備校,学生募集　個性尊重の教育　系統的の受験準備　校長陸軍騎兵少佐蔵田判爾　東京市淀橋区百人町二丁目　電話四谷（35）四七六六番　省線大久保駅下車　　高等受験科　陸軍幼年学校受験科　物化専修科　高等受験作文科　数学日土講習　寺小屋式個人科,,,78.0×34.5cm,,po001954
立教大学学生募集,昭和六年度新学年開始四月十六日　東京市外池袋電話大塚（86）〇四〇四　一二二三　番　　　　綱領　一、敬虔ヲ以テ身ヲ処シテ以テ事ニ當ルヘシ　一、学問ヲ研磨シ経世有為ノ材タルヘシ　一、体力ヲ錬磨シ精神ノ活動ニ資スヘシ　　　特典　一、高等教員及中等教員無試験検定　　一、計理士無試験登録　　一、予科修了者英語中等教員無試験検定　　　大学予科第一学年　文科　百名　商科百五十名　　　試験期日　四月六日（月）　四月七日（火）　　試験科目　国語、英語、数学　出願期限　三月三十一日（火）　詳細照合要郵券二銭,,,70.0×34.5cm,,po001955
海外学校,海外発展　直営農園　南米ブラジルに一千余町歩のコーヒー園　海外学校卒業生を収容す　　日本カ行会東京市外上坂橋村小竹　別科（半年）　普通科（一年）　各百名募集　　新学期　四月一日　特典　　１．本校卒業生は全部海外渡航の便あり　２．直営農園渡航者は本校長の推薦により旅券下付さる　３．ブラジル渡航者船賃全額補助　４．一万余の先輩世界各地にあり卒業生を指導す　　校則要郵券二銭,,,62.5×22.5cm,,po001956
夜間中学,昭和五年度　生徒募集　独学有為の青年に告ぐ　社会に出でんとするには真づ中等教育より　新学期四月十一日　始業　第一学年壱百名　第二、三学年　若干名　入学願書其他詳細ハ函館中学校へ申込レタシ（二銭切手封入ノコト）　函館中等夜学校,,,79.5×37.0cm,,po001957
中野高等無線電信学校,学生募集　校長　元逓信次官衆議院議員　志賀和多利　　本科（二年制）中等卒弐百名　給費生本科　五十名　入学試験三月二十日（昼夜）　　特色　逓信省、船舶航空無線通信士並ニ放送局技術者殊ニ満州国無線技師養成派遣ヲ以テ目的トス　　新学期開始四月八日（学則切手封入ヲ要ス）　　東京市杉並区高円寺町一電話中野四九〇五番,,,79.5×35.5cm,,po001958
昭和医学専門学校,昭和医学専門学校　校長医学博士岡田和一郎　東京市荘原中延町　電話高輪五六六〇　荘原四四九四　　　　一、募集人員　本科第一学年生約百五十名特別生若干名　一、入学資格　中学校卒業、専検合格、　年齢不問　　一、願書受付　自二月一日　至三月二十三日　一、試験期日、場所、課目　　筆記試験　英（独、佛）語和訳、代数、平面幾何、作文（国語）　三月二十四日　自午前八時　至午後三時　於本校　　心性考査　身体検査　三月二十五、六、七日　自午前九時　午後四時　於本校（上記ノ内一日ヲ受験者ニ於テ随意選ブコト）　一、成績発表　四月五日午後一時　本校掲示場ニ掲示　　一、特典　本校卒業生ハ無試験医師開業ノ特典アリ　本校生徒ハ海軍委托生ノ志願ヲ為スコトヲ得　本校卒業生ハ短期又ハ現役ノ陸外軍将校ヲ志願スルコトヲ得　本校ノ位置　省線五反田駅乗換目蒲池上線旗ヶ岡下車　詳細ハ郵券三銭封入照会アレ,,,63.0×46.5cm,,po001959
