title,number
(中尊寺名所)　芭蕉翁ノ碑　夏草やつわものどもの夢のあと,pc001432
(中尊寺名所)　中尊寺山より衣川古戦場を望む,pc001033-0001
不明,pc000052
釜石小浜海水浴　,pc010487
(岩手県釜石港)　鈴子旅館職員倶楽部,pc002618-0001
澁民村　宝徳寺　わが庭の白き躑躅を　薄月の夜に　折りゆきしことな忘れそ　故郷の寺の御廊に　踏みにける　小櫛の蝶を夢にみしかな　故郷の谷の谺に今も猶　こもりてあらん母が梭の音　殘りたる三升の米とりいでて　その三粒を仏前に置く　入日しぬ秋の御寺の扉にぞよる　餓えたる顔の三人四人に　啄木,pc021027
ハリストス聖堂内景,pc000843-0001
故ニコライ大主教ニ恩賜ノ花　帝王ノ為ニ祈祷感謝スベシ　（テモテイ前二ノ一）,pc002180-0001
相州久里浜ニ於ケル北米合衆国水師提督伯理上陸紀念碑,pc000880-0001
横浜基督教女史青年会　レーシー紀念館　,pc020456
横浜港　VIEW OF YOKOHAMA HARBOUR.　横浜公園ヨリ観タル横浜商業中心地　GENERAL VIEW OF BUSINESS CENTER FROM YOKOHAMA PARK.,pc002175
"（上州伊香保十二坂）曲線電車運行ノ景　The Ikawo, Jiyoshiyu.",pc010384-0001
"国会議事堂　The Diet building in Japan, Tokyo",pc010830
世界の奇勝鬼押出と浅間の姿　Lave Bed the most splendid Seen in the world.,pc010131-0001
富士箱根国立公園　強羅公園　National Park Fuji Hakone Gora Park,pc001352-0001
（東京名所）歌舞伎座　A THEATER KABUKIZA　数寄屋橋　THE BRIDGE SUKIYA,pc010126-0001
純植物性シヤンプー　モダン洗髪粉,pc020445-0001
東京日本橋区　白木屋呉服店,pc010060
白木屋　東京・日本橋,pc020236-0001
宮内庁御用達　田中玄蕃醸造　下総国銚子港　ヒゲタ醤油,pc010889
東京・丸ビル　丸菱呉服店,pc000514-0001
秩父銘仙,pc000209-0001
東京電気鉄道株式会社　東京鉄道株式会社,pc021022
ダイアド　陽画感光紙　昭和十年,pc000517-0001
ヒゲタ印　田中玄蕃醸造　下総銚子港,pc000770-0001
（平和記念東京博覧会）　東京自治館,pc000283
（大東京）赤坂仮皇居　The Akasaka Imperial Dctached Palace,pc002988-0001
Emendatio　改良　東京市小石川区新諏訪町四番地　寸銕社,pc002389
静物　ヴアン・ゴオホ　アルス大美術講座　アルス西洋音楽講座,pc002583-0001
皆様ようこそ！　御土産ニ、又紀念ニ全ク無二ノ最適品　女子案内係説明言葉入　東京遊覧絵葉書,pc010299-0001
謹賀新年　己酉元旦　印刷インキ商　山本栄次郎商店,pc020401-0001
神経衰弱病者再生活動之大福音　商標登録　脳病新薬　脳鼻液　本舗東京寿仁堂薬房,pc002786
季節向新柄種々取揃有候　浅草瓦町大丸呉服店,pc002248-0001
新刊案内　大倉書店,pc000847
日本名勝温泉　趣味之旅行　ガイド旅行　中西芳朗著　東京旅子閣,pc020116-0001
伊勢丹呉服店,pc010875
御大典記念　抽籤付特売　期間十月一日ヨリ十一月三十日迄　腕、提、徒刑　置時計　掛時計　東京上野　吉田時計店,pc002030-0001
電話増設開通披露　東京区京橋区弓町　ヤマヨ　日野屋洋紙店　館内富次郎,pc000727-0001
大岡印裏地　東京販売元,pc000464-0001
大岡印裏地　東京販売元,pc020522
MURAMATSU[村松合資会社],pc002294
大正十四年四月　靖国神社臨時大祭参拝記念,pc021065-0001
"CELEBRATION, FALL OF PORT ARTHUR, HONCHO-DORI[本町通り].YOKOHAMA[横浜].",pc010149-0001
[銅像],pc002221
年金の証書が　嫁の荷に光る　亮英,pc002479
忠勇義烈　海軍大将伯爵東郷平八郎題,pc002167
（気仙名所）　盛町王子ノ陵,pc010330-0001
（青森名物）　侫武多　五郎と五郎丸,pc002239-0001
（陸奥大鰐温泉場）　日本名木萩桂　大鰐蔵館（境ニアリ）,pc000980-0001
日本名木萩桂,pc010317
暁の十和田湖,pc001617-0001
（中津軽郡）　目屋村新穂ヶ滝の雪景,pc001183-0001
（岩木山赤倉沢）　噴雪滝,pc020403-0001
弘前公園旧城　御旅館　弘前偕行社,pc001076-0001
御陵墓ト上皇堂[龍田神社],pc001541-0001
白石武徳殿建設記念　武徳殿　大日本武徳会宮城支部白石支所　白石武徳殿寄付者　鈴木清之輔,pc002524-0001
鰺ヶ沢町,pc003022
青森海岸　かぎや旅館庭園,pc000945
（国立公園十和田湖）　発荷峠よりの眺望　〔和井内孵化場〕　THE NATIONAL PARKE TOWADA YAINAI FISH FIRM.,pc010464-0001
陸中水沢公園地男爵後藤新平寿像,pc000104
陸奥浅虫温泉場東奥館客座敷　東奥館及湯の島,pc020472-0001
（青森）　合浦公園の桜花　JaPan Aomori,pc000459-0001
（陸奥浅虫温泉名所）　遊園地より浅虫海岸を望む　Asamushi Onsen,pc000577-0001
（陸奥大鰐温泉場）　川原通リ,pc010061
（大鰐．蔵館両温泉名所）　大日堂本堂及鐘楼　Owani Kuratate,pc020070
陸奥蔵館温泉場明治天皇御料御茶水　Tea water for bolonging to the Meiji Einqeror,pc010629-0001
（浅虫温泉名勝）　浅虫海岸の景　SEA SIDE OF ASAMUSHI.,pc000728-0001
（青森市大火）　青森郵便局,pc000608
貝塚出土人骨　（青森県北津軽郡相内村伊勢堂発見）,pc020398-0001
国幣岩木山神社御楼門,pc021174
青森公会堂　THE PUBLIC HALL OF AOMORI.,pc010117-0001
青森市公会堂,pc000696-0001
岩木山へ登山帰リ之実景　（其三）,pc001165-0001
岩木山神社奥殿　THE IWAKIYAMA SHRINE.,pc002844
岩木山神社　奥殿　IWAKI YAMA SHIRINE,pc002509
青森市大火紀念図葉書　明治四十三年五月三日出火,pc000412
青森県管内略図,pc001383-0001
陸軍特別大演習記念　弘前市　大正四年十月　旧城天守閣　弘前市役所,pc000285-0001
大沼　大山元帥銅像　A Statue of General Oyama by Onuma.,pc000421
TAIYO CANDLE MANUFACTURED BY K. OKADA [岡田健蔵製作太陽蝋燭],pc000111
函館戦捷紀念　教育品及戦利品　展覧会入場券,pc010872
[明治三十七年戦役陸軍凱旋観兵式紀念],pc020515
[函館絵葉書倶楽部],pc000375-0001
(大沼ニ於ケル飛行大会）　大沼湖上飛行中ノカーチス式　(2）,pc001154
[旭川アイヌ墓地],pc000999
札幌郊外　定山渓温泉（中ノ湯）　旅館　定山園　向フニ見ユルハ定山園　定山渓　8.1.1,pc001159
"THE RESTING-PLACES OF HATSUKO MISAWA AND SHIHEI HAYASHI, HISTORIC REMAINS OF SENDAI　(仙台旧跡)　幕末の奇人六無斎。林子平の墓　THE RESTING-PLACES OF HATSUKO MISAWA AND SHIHEI HAYASHI,  HISTORIC REMAINS OF SENDAI　(仙台旧跡)　仙台萩の政岡の墓(三沢初子)",pc002981
(中尊寺宝物)　藤原秀衡之木像,pc001161
藤原氏三代栄華ﾉ跡　中尊寺　金色堂内陣　金碧霊廟　[松尾芭蕉の句付],pc001388-0001
（東京名所）　日本橋　NO 193 The Nihonbashi Bridge Tokyo,pc003113
増上寺護国殿　GOKOKUDEN　OF ZOJOJI,pc020444-0001
"東京御殿山桜花　Cherry Blossom on the Gotenyama, Tokyo.",pc002182-0001
東京勧業博覧会噴水塔,pc020257
（東京名所）　楠公銅像　WLSHOTOKAQFRFBN,pc020412-0001
"（東京名所）　浅草観世音本堂　NO 20　The Asakusa Kwannon Temple, Tokyo",pc010306-0001
八王子市全景,pc002606
外国館　三菱館　(東京勧業博覧会弟二会場)　The Foreign Goods and Mitsubishi Holl at the Tokyo Industrial Exhibition.,pc010031
東京勧業博覧会第一号店　鹿島本店壜詰販売部　一手専売東京市北新川鹿島本店,pc000060-0001
石尊山不動堂,pc000911
（平和記念東京博覧会）　第二製作工業館　（第一会場）,pc000166-0001
（平和記念博覧会）　蚕糸館　（第一会場）,pc000841
"(大東京)　靖国神社大鳥居　""Torii"" at Yasukuni Shrine （Great Tokyo）",pc000874-0001
"(東京名所)　両国橋　Ryogoku Bridge, Tokyo.",pc000062
（大東京）　東京駅頭に聳びゆる丸の内ビルデイングの壮観 Marunouchi Building in front of Tokyo Station.(Greater Tokyo),pc010839
?葉展覧台　鋼鉄製，木製各二台苑あり、本邦産の植物約八〇〇点を陳列してある,pc000368
乃木記念館　,pc010402-0001
[新吉原],pc020050
戦没紀念　遼陽ニ於ケル敵ノ糧秣焼棄　Burning of stores set fire by energy at the railway station in liaoyang.　東京ニ於ケル遼陽陥落ノ状況　Celebration of Liaoyang victory in Tokio.　著作権登録済,pc003056-0001
日本美術院第二十一回展覧会出品 柿の秋 加藤淘綾筆,pc002922-0001
[白木屋呉服洋服店],pc002218
青山御所 THE AOYAMA PALACE.,pc001241
関東地方大演習地域鳥瞰図　夜舟作,pc000916
大観兵紀念凱旋馬場先緑門　TOKYO-TRIUMPHL ARCH AT BABASAKI.,pc002166-0001
帝国議会議事堂竣功記念　昭和十一年十一月,pc001415
業平堂,pc002765-0001
[東京府立第一高等女学校],pc010106-0001
帝国美術院第十五回美術展覧会出品　夕（ユウベ）　三谷十糸子氏筆,pc020512
帝国美術院大三十回美術展覧会出品　祇王子寺の春　山本紅雲氏筆,pc010906-0001
帝国美術院第十回美術展覧会出品　足尾風景　三国久氏筆,pc020278-0001
[二重橋],pc010043-0001
第十一回文部省美術展覧会出品　凉霄（其一）　池田輝方氏筆,pc010226-0001
第十二回文部省美術展覧会出品　雨三題　山の雨　山内多門氏筆,pc000377-0001
（第十二回文部省美術展覧会）　暮るる山家　河合玉堂氏筆,pc010017
京ばし凱旋門,pc020288-0001
房州館山湾ニ於ケル東伏見宮殿下御臨場ノ軍艦筑波運動会水兵上陸,pc002304
連合艦隊　横浜市歓迎記念品,pc010841
東武電車浅草雷門駅（東京日光間の近道）　　階上浅草松屋　昭和六年十月工事竣成　設計者　久野建築事務所　工事請負者　清水組　外装テラコツメ　伊賀窯業株式会社製,pc020534-0001
ビルディング全景,pc000732
"BOTANIC GARDENS, TOKYO. JAPANESE CHERRY-BLOSSOMS.",pc010087-0001
九段　靖国神社噴水,pc002090
（明治四十三年八月大出水之実況）　本所外手町通,pc010360
東京勧業博覧会観覧車紀念　明治四十季,pc000117-0001
東京　日本橋通と白木屋　（東京府）　NIPNONBASHI ST. AND SHIROKIYA (DEPARTMENT STORE).TOKYO PROV.,pc001148
東京上野公園　Ueno Park.Tokyo.,pc020396-0001
(平和記念東京博覧会)　第二会場　林業館　鉱業館,pc000453-0001
東京駅,pc000239
墨田川,pc001100
(東京名物)　楠公銅像　The Copper-Statue of Nanko Tokyo.,pc002318-0001
(東京名物)　東宮新御所正面　No7 H.I.H. CROWN PRINCE'S IMPERIAL PALACE TOKY,pc010842
(東京名物)　芝公園七代将軍御霊家　Ancestral-hall of 7th Tokugawa shogun (Tokyo),pc000733-0001
(東京名物)　日比谷公園音楽堂　NO 74 The Hibiya park Tokyo,pc001406
[東京勧業博覧会],pc002489-0001
[東京勧業博覧会],pc010035-0001
[東京勧業博覧会],pc001120
[東京勧業博覧会],pc000879-0001
[東京勧業博覧会],pc002237
[東京勧業博覧会],pc020022-0001
東京勧業博覧会第一会場内水晶館,pc000501
東京勧業博覧会開会式紀念,pc000187
東京勧業博覧会紀念　博覧会正面と三越呉服店,pc021060-0001
新築落成記念　東京瓦斯株式会社浅草出張所,pc000656-0001
新築中の徴兵保険株式会社「銀座ビルディング」,pc003099
（明治神宮）　苑内参道,pc010114-0001
相州湯河原名所　不動滝　FAMOUS PLACE OF YUGAWARA,pc010021
箱根乙女峠ヨリ富士ヲ望ム　Mt.Fuji from Otome Pass.,pc010442-0001
相州湯河原温泉　湯河原海水浴場・千歳ヶ浜,pc002538-0001
"箱根底倉高山園蛇骨滝　（蔦屋旅館）　Jakotsu Water-fall, Hotel Tsutaya's Rock-garden, Sokokura, Hakone.",pc010419
箱根湯本玉垂ノ滝,pc001533
(箱根名所)芦の湖畔　View of Hakone Lake.,pc003043-0001
"箱根蘆の湖畔離宮及其遠望(底倉蔦屋版)　Mikado's villa & the Lake Ashi（Tsutaya Hotel Sokokura, Hakone.",pc010411
"(相州名所)　箱根湖畔　VIEW ON THE SHORE OF THE HAKONE, JAPAN.",pc000296-0001
"箱根小湧谷千條滝　WATERFALL CHISUJI OF KOWAKIDANI, HAKONE",pc000901-0001
"箱根塔之沢環翠楼鈴木旅館　Kansuiro Hotel, Hakone.",pc002060-0001
箱根芦ノ湖倒富士　MOUNT FUJI FROM HAKONE LAKE.　箱根底倉蔦屋旅館 TSURAYA HOTEL SOKOKURA HAKONE.,pc010288
箱根旧関所跡　The  Ruin of Hakone Darrier.,pc002306-0001
箱根大湧谷焔魔之台延命地蔵　Hakone Meisho,pc002526-0001
熱海峠より見たる富士　FUJI FROM THE PASS ATAMI.,pc001164
東皐園　TOKO FLOWER GARDENS.,pc010441-0001
小樽市公会堂,pc021026-0001
天澤泉　瑞泉閣,pc002333-0001
室蘭港本輪西栗林埠頭　起重機ニヨル陸揚作業,pc000619-0001
網走湖流氷ヨリ斜里岳ヲ望ム　THE ABASHIRIKO,pc002904
宮城県図書館 　（仙台）,pc010229-0001
(八丈島風景）　大賀郷村前崎,pc020613
賢所　東宮御所　,pc020232-0001
(東京名所)皇居二重橋　NO 2 The Imperial Pal'cea Tokyo,pc002474-0001
御大典日本橋奉祝門,pc000251
釧路港桟橋前輪島屋旅館より市街を望む,pc003160
"東京帝室博物館正面之図　Front view of the Tokyo Imperial Museum,Tokyo,Japan.",pc000387-0001
立太子式記念奉祝花電車　万歳　（大正五年十一月三日）,pc020385-0001
(実業団体祝賀会)　東郷大将の入場　（日比谷公園内）,pc002603-0001
ハレー大彗星尾ノ長サ実ニ一億四千万哩ナリ　（皇居前ヨリ見タル）,pc020136-0001
"Wistaria at Kameido,Tokyo",pc000641
東京予備病院渋谷分院娯楽室　A PLEASURE-HOUS MILITARY HOSPITAL SHIBUYA-BIYOUIN TOKYO.,pc010279
享保雛　天明―寛政　東京帝室博物館歴史部陳列,pc000282
（大東京）　荘厳極まる皇城二重橋　The Twin Bridge of the Imperial Palace.（Greater Tokyo）,pc010878
東京大正博覧会　第一会場　音楽堂,pc000469
大橋図書館閲覧室　同上書庫　[図書寄贈礼状],pc002620-0001
昭和六年十月　■東京市自治記念日の深川図書館（そのニ）　田所糧助,pc002561-0001
帝国図書館尋常閲覧室,pc020075
東京高等商業学校　図書閲覧室　書庫　（一橋消費組合発行）,pc001268-0001
第七回文部省美術展覧会出品（三等賞）　カフェノ女　東京　太田三郎氏筆,pc010154-0001
[東京勧業博覧会],pc010285
通運丸イルミ子ーションの光景　謹賀新年一月元旦,pc000938
大手橋ヨリ弘道館ヲ望ム,pc002503-0001
（渋谷区）　明治神宮,pc010357
東京勧業博覧会第一会場四号館　View of 4th Pavilion of 1st Fair Ground.,pc000014
（御大典紀念）　日本橋区の奉祝門　　　　　　　 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,pc002826-0001
東京美術学校　展覧会　1908　図案科,pc002759-0001
東京新橋停車場　Ｓｈｉｎｂａｓｈｉ　Ｓｔａｔｉｏｎ，Ｔｏｋｙｏ.,pc002100-0001
東京神田区駿河台南甲賀町　龍名館本店,pc020421-0001
(東京名勝）　商船学校,pc000492
向島秋葉公園,pc010270-0001
亀井戸天神の藤　Wistaria Chinensis in the Garden of the Kameido-Shinto-Temple.,pc002278
"郡名所　銀座尾張町十字街　STREET OWARICHO GINZA, TOKYO.",pc001616
東都名勝　多摩川の鉄橋,pc010364
恤兵展覧会記念　女子美術学校,pc010383-0001
暑中御伺　東京日本橋　白木屋呉服店　通信販売係,pc002165-0001
新年の御慶目出度く申納め候  東京日本橋　白木屋呉服店　通信販売部,pc020339-0001
東京日本橋　白木屋呉服店外景,pc001021-0001
日本橋　慶喜公書,pc002746
女子美術学校第九回校友会展覧会紀念絵葉書　26.27.MAR.1910.THE EXHIBITION OF THE GIRLS' FINE ART SCHOOL.,pc020053
The Commemoration of the Eｘhibition.　ART,pc020383-0001
女子美術学校々友会第七回展覧会紀念絵葉書,pc010022
女子美術学校々友会第八回展覧会紀念絵葉書,pc001107
函館市柏野尋常小学校　校舎前景,pc010465-0001
函館市立幸尋常小学校全景,pc002428
公立函館女子尋常高等小学校真景,pc002169-0001
市立函館女子高等小学校,pc000944
函館区立高砂小学校,pc000466-0001
講堂　（函館大谷高等女学校）,pc000075
改築完成記念　宝尋常高等小学校　正門,pc000643
函館市中島小学校校舎　桜田校長,pc002114-0001
函館市東川尋常小学校　校舎全景　,pc002225
